Year,state_code,parent_metro_region,sales_price,list_prices,home_sold,total_sales,off_market_in_two_weeks
2021,OK,"Lawton, OK",2925310.0,3510850.0,108.0,106.0,8.438095239
2021,OK,"Oklahoma City, OK",19960628.259,20593427.623000003,104212.101819,96946.768367,67.567184484999984
2021,OK,"Tahlequah, OK",8970934.0267,8959741.852,1591.3091674100003,1869.2725110000001,29.133675897999993
2021,OK,"Weatherford, OK",5536300.0,4091100.0,672.0,579.0,13.317440143
2021,OK,"Ardmore, OK",10763506.0,10196839.0,3055.2524485,3142.0796722000005,29.179973561000004
2021,OK,"Duncan, OK",2883000.0,4468900.0,88.0,92.0,10.666666666
2021,OK,"Stillwater, OK",8908680.0,9041129.7702000011,759.44901041999992,727.0,15.753286470000003
2021,OK,"Elk City, OK",4241700.0,3594850.0,602.0,438.0,9.0877984669999989
2021,OR,"Corvallis, OR",35981623.379,35436383.236999996,5170.4442343,5010.3500724000005,23.435470119999998
2021,OR,"Medford, OR",37805790.284,40023881.174,15724.101713,16475.570414,48.393040397
2021,OR,"Ontario, OR",19720087.121,18947480.0,2836.5221248000003,2677.2937332,22.15880262
2021,OR,"Albany, OR",26106395.595,24087341.765,7959.9612236000012,7437.7266077999993,27.118971741
2021,OR,"Astoria, OR",25815630.5,26000456.5436,1297.0,1356.80542067,22.641189651
2021,OR,"La Grande, OR",17143122.9825,15123171.856299998,1165.33163751,1140.5360745399998,34.238682437
2021,OR,"Prineville, OR",25724626.13,24698347.356000002,2059.62422426,1994.7449631000004,29.054150574
2021,OR,"Grants Pass, OR",28419624.0,29494687.873999998,5278.6397786,5226.5714377,38.503782715999996
2021,OR,"Hood River, OR",44483814.5,39178513.213,1077.9004964599999,946.5242519699998,45.280185874
2021,OR,"Coos Bay, OR",23108749.625,22909781.787,4343.8332727,3860.0657247,40.792218875
2021,PA,"Altoona, PA",9813952.2579,9976130.6714,4579.6625544,2901.2799538,5.17885609
2021,PA,"State College, PA",10049775.0,8919399.0,146.0,72.0,0.877777777
2021,PA,"Scranton, PA",16107073.305999998,15872024.879,22634.079957,7340.0,7.5053948199999985
2021,PA,"Reading, PA",20012781.281999994,20290430.143,23655.246128,22556.511521999997,75.853379912000008
2021,PA,"Williamsport, PA",8731047.8137999978,9896158.1804,286.0,184.607330972,1.102020202
2021,PA,"Harrisburg, PA",20518275.039,20585228.880000003,34710.964040000006,33387.399356999995,59.827274426999992
2021,PA,"Philadelphia, PA",30980727.439,31615454.253000002,114840.625604,106928.056512,40.266290823
2021,PA,"Montgomery County, PA",36136569.29,36256619.723,120435.13188700001,114939.58321,57.016343369
2021,PA,"Gettysburg, PA",21149807.637,20188624.171,5444.6507141,5015.3557452999994,54.711232508999991
2021,PA,"Lancaster, PA",25752324.366999995,26119706.055,26035.112054,24965.964491000002,76.929222545
2021,PA,"Johnstown, PA",5396930.0,6089946.2305,4385.3929651,715.38920117,0.634000107
2021,RI,"Providence, RI",36095443.453999996,36495663.796000004,90469.099590999991,89311.077079999988,42.553872873
2021,SC,"Myrtle Beach, SC",27483042.802,29706257.229999997,93642.591261000023,63399.249536999989,8.3567921299999988
2021,SC,"Greenville, SC",25977530.064999998,26914334.33,62145.643921999996,55053.833549999996,34.638217161000007
2021,SC,"Georgetown, SC",31505975.521,32473893.013,8075.883202,4837.788021,6.0506284789999993
2021,SC,"Charleston, SC",35975830.039,37133128.671000004,90868.862197999988,75107.315821,21.759141316
2021,SC,"Newberry, SC",5150150.0,11416550.0,578.0,1028.49007826,24.538757996
2021,SC,"Hilton Head Island, SC",33653931.54,35215025.503,36128.183572,24673.611911999997,3.5152760039999995
2021,SC,"Union, SC",4372200.0,4229354.0,140.0,124.0,9.783333334
2021,SC,"Orangeburg, SC",10815390.8491,10384716.7357,863.0,959.57463931000018,15.399565955999998
2021,SC,"Greenwood, SC",10750000.0,11403545.5,292.0,259.0,2.8277777779999997
2021,SC,"Seneca, SC",25912126.938000005,23572146.737999994,5650.7016255000008,4769.1120783999995,19.984794267999998
2021,SC,"Spartanburg, SC",22209286.002,23881303.288000003,22810.999830999997,22306.191447999998,36.10414067
2021,SD,"Sioux Falls, SD",25276781.510000005,26023822.524,19626.9233,17140.868227,7.1632688060000005
